Thermal Neutron Capture Gammas — Target Nucleus 156Gd

Target Nucleus=156Gd
Strongest transition  Eγ=6359.82+-0.14 keV    %Iγunknown
Eγ
(keV)
ΔEγ
(keV)
Iγ/Iγ(max)
(%)
Δ(Iγ/Iγ(max))
 
63.70		0.13		11.13		2.22	
208.24		0.03		3.12		0.11	
284.30		0.70		0.43		0.32	
288.10		0.30		0.84		0.04	
318.89		0.06		2.31		0.17	
334.69		0.15		0.49		0.09	
339.21		0.14		0.46		0.08	
358.90		0.17		0.34		0.07	
358.90		0.17					
366.50		0.30		0.25		0.08	
370.55		0.02		5.38		0.13	
393.20		0.30		0.31		0.05	
399.03		0.14		0.53		0.09	
409.17		0.03		5.26		0.15	
410.75		0.02		16.83		0.40	
412.46		0.09		0.95		0.09	
420.11		0.09		0.88		0.10	
427.39		0.06		1.16		0.08	
450.86		0.06		0.62		0.04	
460.96		0.04		1.90		0.10	
491.87		0.06		0.72		0.05	
524.81		0.12		0.58		0.08	
560.91		0.05		1.04		0.05	
567.12		0.16		0.54		0.16	
570.96		0.04		2.50		0.07	
584.92		0.12		0.53		0.07	
591.10		0.13		0.36		0.05	
606.54		0.07		0.48		0.03	
608.45		0.05		0.91		0.04	
612.94		0.22		0.23		0.05	
614.98		0.10		0.48		0.05	
618.31		0.19		0.97		0.38	
619.21		0.04		9.14		0.33	
620.70		0.30		0.34		0.09	
622.70		0.05		1.39		0.06	
625.31		0.25		0.17		0.04	
628.78		0.11		0.29		0.03	
632.78		0.08		0.40		0.03	
635.84		0.09		0.41		0.04	
637.34		0.12		0.32		0.04	
647.75		0.19		0.30		0.05	
655.50		0.40		0.48		0.16	
657.10		0.10		1.67		0.17	
674.70		0.04		7.42		0.23	
676.40		0.30		0.48		0.16	
682.84		0.05		1.34		0.06	
684.65		0.20		0.27		0.05	
687.56		0.04		4.85		0.12	
689.42		0.16		0.31		0.04	
696.62		0.19		0.41		0.07	
698.30		0.09		0.81		0.07	
701.41		0.03		7.53		0.23	
703.75		0.06		0.97		0.05	
707.85		0.16		0.27		0.04	
719.74		0.16		0.37		0.06	
722.55		0.10		0.79		0.07	
729.25		0.04		3.55		0.08	
734.05		0.04		2.09		0.06	
739.18		0.07		0.34		0.02	
744.81		0.14		0.25		0.03	
747.83		0.11		0.33		0.03	
750.16		0.05		1.05		0.04	
752.23		0.05		1.12		0.04	
754.62		0.03		5.38		0.55	
756.95		0.05		0.83		0.04	
759.62		0.10		0.56		0.05	
762.73		0.03		4.78		0.11	
765.29		0.11		0.46		0.04	
772.62		0.08		0.59		0.04	
785.20		0.30		0.37		0.09	
790.64		0.25		0.27		0.06	
793.65		0.04		4.08		0.12	
795.60		0.40		0.31		0.09	
801.14		0.13		0.49		0.06	
805.65		0.11		0.25		0.02	
809.12		0.04		1.29		0.04	
814.19		0.06		0.49		0.02	
816.71		0.08		0.29		0.02	
825.25		0.08		0.62		0.05	
827.65		0.08		0.41		0.03	
829.77		0.24		0.18		0.03	
831.40		0.05		0.91		0.04	
836.46		0.22		0.21		0.03	
838.44		0.11		0.33		0.03	
841.06		0.09		0.59		0.05	
862.56		0.08		0.41		0.03	
865.48		0.08		0.43		0.03	
899.84		0.09		0.42		0.03	
912.69		0.06		0.56		0.03	
920.42		0.11		0.24		0.02	
931.02		0.10		0.67		0.06	
934.44		0.03		7.80		0.20	
982.85		0.05		2.66		0.06	
985.87		0.08		1.37		0.03	
988.00		0.40		0.28		0.08	
1021.57		0.09		0.37		0.03	
1026.28		0.11		0.31		0.03	
1028.47		0.09		0.41		0.03	
1035.89		0.04		0.98		0.04	
1041.26		0.05		1.05		0.04	
1051.17		0.07		0.51		0.03	
1059.69		0.10		0.57		0.06	
1073.80		0.09		0.61		0.04	
1086.49		0.11		0.66		0.08	
1109.90		0.18		0.89		0.11	
1112.20		0.50		0.30		0.10	
1121.68		0.09		0.36		0.03	
1125.05		0.09		0.37		0.03	
1131.99		0.06		0.63		0.03	
1167.57		0.09		0.47		0.03	
1207.37		0.09		0.60		0.04	
1209.79		0.19		0.23		0.03	
1218.76		0.06		0.65		0.03	
1247.10		0.10		0.58		0.04	
1268.60		0.30		0.86		0.22	
1283.22		0.05		1.96		0.07	
1285.20		0.06		1.27		0.06	
1305.06		0.11		0.35		0.03	
1310.30		0.40		0.19		0.05	
1316.38		0.06		1.25		0.05	
1318.93		0.22		0.24		0.04	
1330.22		0.06		1.57		0.06	
1349.18		0.13		0.68		0.06	
1351.30		0.40		0.37		0.06	
1364.36		0.10		0.28		0.02	
1368.64		0.06		0.88		0.03	
1387.05		0.05		1.88		0.06	
