623.30		0.50		<0		.01	
630.10		1.20		<0		.01	
633.80		0.07		0.57		0.06	
633.95		0.07		<0		.01	
636.00		0.40		<0		.01	
639.90		0.80		<0		.01	
640.83		0.10		0.22		0.03	
641.40		0.30		<0		.01	
642.33		0.16		0.13		0.03	
651.70		0.60		<0		.01	
652.11		0.06		3.94		0.30	
652.59		0.02					
655.90		0.70		<0		.01	
657.14		0.14		0.14		0.03	
657.40		0.30		<0		.01	
661.50		0.40		<0		.01	
665.30		0.50		<0		.01	
673.20		0.30		<0		.01	
681.50		0.70		<0		.01	
682.72		0.08		0.44		0.05	
683.07		0.16		<0		.01	
694.65		0.07		5.10		0.41	
694.69		0.02		0.05		0.00	
696.71		0.07		4.71		0.33	
697.04		0.11		0.04		0.00	
697.04		0.05		<0		.01	
700.40		0.14		0.19		0.04	
700.60		0.40		<0		.01	
706.90		1.30		<0		.01	
707.74		0.07		0.68		0.07	
707.79		0.19		<0		.01	
709.34		0.21		0.12		0.03	
709.40		0.60		<0		.01	
713.30		0.10		0.21		0.03	
713.40		0.90		<0		.01	
716.00		0.00		<0		.01	
720.00		1.10		<0		.01	
723.83		0.13		0.08		0.04	
724.60		0.60		<0		.01	
724.70		1.20					
725.78		0.22		0.12		0.04	
726.00		0.00		<0		.01	
727.30		0.30		0.09		0.04	
728.00		1.20		<0		.01	
729.60		1.60		<0		.01	
734.60		0.40		<0		.01	
734.79		0.12		0.21		0.05	
738.90		0.60		<0		.01	
740.50		0.80		<0		.01	
742.50		0.80		<0		.01	
744.40		0.50		<0		.01	
751.70		1.60		<0		.01	
753.15		0.22		0.08		0.03	
753.50		0.50		<0		.01	
761.80		1.10		<0		.01	
761.80		0.40		<0		.01	
762.50		0.18		0.12		0.04	
765.10		1.10		<0		.01	
767.70		0.30		<0		.01	
768.82		0.14		0.12		0.03	
769.36		0.19		<0		.01	
776.21		0.21		<0		.01	
776.25		0.06		0.98		0.09	
777.70		0.50		<0		.01	
777.77		0.09		0.38		0.04	
781.00		0.08		0.30		0.04	
781.02		0.12		<0		.01	
782.96		0.13		0.18		0.03	
790.05		0.21		<0		.01	
790.43		0.10		0.30		0.04	
794.50		0.30		<0		.01	
794.57		0.12		0.21		0.04	
799.60		1.10		<0		.01	
802.60		0.60		<0		.01	
802.90		0.17		0.19		0.03	
804.34		0.18		<0		.01	
804.48		0.09		0.39		0.05	
807.40		0.50		<0		.01	
810.70		0.30		<0		.01	
812.50		1.20		<0		.01	
813.80		0.30					
817.36		0.13		<0		.01	
817.59		0.05		3.46		0.52	
817.73		0.10		0.03		0.00	
822.12		0.13		<0		.01	
822.16		0.08		0.43		0.05	
824.39		0.22		0.17		0.04	
824.50		2.20		<0		.01	
825.85		0.12		0.36		0.05	
825.90		0.30		<0		.01	
830.90		0.90		<0		.01	
832.90		0.70		<0		.01	
834.53		0.16		0.34		0.08	
835.20		1.30		<0		.01	
841.80		0.30		<0		.01	
841.84		0.09		0.38		0.04	
843.90		0.80		<0		.01	
846.26		0.03		0.04		0.00	
846.34		0.06		3.46		0.28	
849.80		1.30					
850.10		0.70		<0		.01	
852.04		0.10		0.31		0.04	
852.10		0.19		<0		.01	
855.20		0.70		<0		.01	
857.00		1.10		<0		.01	
858.06		0.07		2.02		0.15	
858.10		0.50		0.01		0.00	
858.30		1.50		<0		.01	
860.90		0.50		<0		.01	
863.60		0.40		<0		.01	
866.49		0.08		1.54		0.13	
866.60		0.04		0.01		0.00	
872.20		0.80		<0		.01	
873.80		0.90		<0		.01	
877.30		0.30		<0		.01	
882.00		0.60		<0		.01	
885.56		0.14		<0		.01	
888.07		0.03		11.06		0.86	
888.17		0.02		0.11		0.01	
894.69		0.06		<0		.01	
895.70		1.50		0.17		0.10	
900.51		0.24		<0		.01	
903.70		1.20		<0		.01	
907.50		0.60		<0		.01	
912.40		0.50		<0		.01	
918.30		0.40		<0		.01	
922.00		2.50		<0		.01	
923.00		0.00		<0		.01	
923.80		1.10		<0		.01	
927.29		0.02		0.05		0.00	
927.30		0.04		4.13		0.31	
933.60		0.70		<0		.01	
935.30		0.80		<0		.01	
937.10		0.40		0.57		0.11	
937.58		0.18		<0		.01	
941.09		0.03		0.03		0.00	
941.17		0.09		2.60		0.24	
952.40		0.50					
952.80		1.20		<0		.01	
953.90		0.50		0.59		0.16	
954.30		0.60		<0		.01	
956.80		0.70					
959.97		0.25		1.15		0.20	
960.06		0.09		0.01		0.00	
964.50		1.60		<0		.01	
965.60		0.70		<0		.01	
967.00		0.00		<0		.01	
967.40		0.80		<0		.01	
969.20		1.50					
969.50		1.00		0.28		0.15	
970.10		0.40		<0		.01	
974.20		0.90					
978.00		0.00		<0		.01	
979.87		0.03		16.15		1.27	
979.88		0.02		0.17		0.01	
983.60		0.80		<0		.01	
989.60		0.70		<0		.01	
990.90		1.10		<0		.01	
995.90		0.80		0.47		0.20	
996.30		0.60		<0		.01	
1006.89		0.17		<0		.01	
1007.30		1.50		0.27		0.17	
1015.90		0.80		<0		.01	
1017.71		0.06		0.02		0.00	
1018.07		0.15		2.79		0.33	
1020.40		0.40		<0		.01	
1026.37		0.03		26.54		2.04	
1026.38		0.02		0.28		0.02	
1034.20		0.80		<0		.01	
1040.80		0.60		<0		.01	
1043.73		0.12		<0		.01	
1043.78		0.20		0.51		0.08	
1047.70		0.80		<0		.01	
1050.40		0.80		<0		.01	
1055.10		1.10		<0		.01	
1057.60		0.30		0.32		0.07	
1057.90		1.20		<0		.01	
1058.80		2.10		<0		.01	
1060.60		1.90		<0		.01	
1062.40		1.20		<0		.01	
1062.90		0.80		<0		.01	
1063.72		0.07		<0		.01	
1064.00		0.60		0.46		0.17	
1064.00		0.60		0.46		0.17	
1064.50		1.20		<0		.01	
1066.80		0.70		0.37		0.15	
1067.20		0.80		<0		.01	
1068.30		1.50		<0		.01	
1080.72		0.19		<0		.01	
1080.90		0.17		0.96		0.11	
1082.80		0.30		<0		.01	
1085.15		0.18		1.15		0.12	
1085.66		0.06		<0		.01	
1086.60		0.50		<0		.01	
1090.40		0.60		<0		.01	
1093.90		0.30		<0		.01	
1098.30		0.80		<0		.01	
1100.60		0.02		0.05		0.00	
1100.74		0.07		4.90		0.40	
1103.50		0.16		<0		.01	
1107.70		0.50		<0		.01	
1108.10		0.40		0.37		0.08	
1109.40		0.30		<0		.01	
1112.00		0.00					
1115.25		0.18		0.81		0.10	
1115.48		0.11		<0		.01	
1121.33		0.17		<0		.01	
1125.90		0.60		<0		.01	
1128.39		0.10		0.01		0.00	
1128.40		0.12		1.35		0.12	
1130.60		0.90		<0		.01	
1133.30		0.30		<0		.01	
1138.40		1.40		<0		.01	
1140.20		0.30		<0		.01	
1145.50		0.60		<0		.01	
1149.88		0.17		0.79		0.12	
1149.94		0.07		0.01		0.00	
1150.50		1.00		<0		.01	
1154.50		1.20		<0		.01	
1156.30		0.60		<0		.01	
1158.10		0.50		<0		.01	
1163.38		0.17		0.01		0.00	
1164.20		1.50		<0		.01	
1164.28		0.09		1.83		0.40	
1165.35		0.20		0.01		0.00	
1176.50		1.00		<0		.01	
1179.50		0.40		<0		.01	
1182.60		0.40		<0		.01	
1182.70		0.26		0.74		0.15	
1187.50		0.30		<0		.01	
1192.00		0.30		<0		.01	
1192.46		0.07		2.88		0.33	
1192.72		0.09		0.03		0.00	
1192.90		1.60		<0		.01	
1204.70		0.30		<0		.01	
1210.35		0.21		<0		.01	
1210.80		0.14		0.84		0.15	
1214.00		0.30		<0		.01	
1217.70		0.30		<0		.01	
1223.30		0.30		<0		.01	
1226.20		0.70		<0		.01	
1226.60		0.70		0.36		0.12	
1228.30		0.50		<0		.01	
1229.80		0.40		0.66		0.13	
1230.20		0.70		<0		.01	
1230.60		1.60		<0		.01	
1231.70		2.00		<0		.01	
1233.70		0.50		<0		.01	
1235.53		0.15		0.87		0.10	
1236.34		0.09		0.01		0.00	
1240.60		0.60		<0		.01	
1243.30		1.10		<0		.01	
1245.31		0.17		0.64		0.09	
1245.31		0.22		<0		.01	
1250.90		0.60		<0		.01	
1257.00		0.00		<0		.01	
1262.00		0.00					
1262.10		1.20		<0		.01	
1262.55		0.07		2.98		0.26	
1262.55		0.07		2.98		0.26	
1262.55		0.07		2.98		0.26	
1262.60		0.30		0.02		0.00	
1263.10		0.60		<0		.01	
1264.60		0.40		<0		.01	
1271.70		1.20		<0		.01	
1273.70		1.00		<0		.01	
1274.80		0.40		0.44		0.09	
1277.80		0.60		<0		.01	
1283.20		0.30		0.71		0.10	
1284.40		0.40		<0		.01	
1286.00		1.50		<0		.01	
1288.96		0.06		0.02		0.00	
1289.09		0.08		2.98		0.26	
1291.80		0.30		<0		.01	
1293.70		0.70		<0		.01	
1294.20		1.00		<0		.01	
1294.37		0.09		1.35		0.21	
1295.50		0.30		0.01		0.00	
1300.30		0.40		0.47		0.09	
1300.50		0.40		<0		.01	
1302.70		0.50		<0		.01	
1306.50		0.50		<0		.01	
1311.10		0.40		<0		.01	
1320.17		0.16		<0		.01	
1321.10		0.30		0.49		0.11	
1322.80		0.30		<0		.01	
1332.30		1.50		<0		.01	
1332.91		0.09		0.57		0.16	
1335.80		0.30		<0		.01	
1338.20		0.30		0.85		0.10	
1338.23		0.23		<0		.01	
1343.49		0.21		<0		.01	
1343.50		0.40		0.72		0.11	
1346.80		0.50		<0		.01	
1347.40		0.30		<0		.01	
1347.60		0.30		0.91		0.12	
1348.00		0.00		<0		.01	
1350.50		0.40		<0		.01	
1354.30		0.40		<0		.01	
1361.06		0.14		<0		.01	
1363.00		0.50		0.39		0.13	
1363.00		0.00		<0		.01	
1364.00		0.30		<0		.01	
1366.50		0.60		<0		.01	
1368.60		0.30		<0		.01	
1370.20		1.20		<0		.01	
1370.80		0.19		<0		.01	
1370.89		0.15		1.44		0.21	
1370.89		0.15		1.44		0.21	
1371.60		1.10		<0		.01	
1372.60		0.30		<0		.01	
1378.08		0.20		<0		.01	
1380.20		1.30		<0		.01	
1380.66		0.18		1.15		0.20	
1381.09		0.12		<0		.01	
1386.40		0.30		<0		.01	
1387.20		0.90		0.39		0.17	
1390.82		0.22		<0		.01	
1391.10		1.00		0.36		0.14	
1396.30		0.70		<0		.01	
1402.80		0.30		<0		.01	
1407.22		0.19		1.35		0.12	
1407.30		0.30		0.01		0.00	
1411.56		0.06		0.02		0.00	
1411.68		0.14		2.21		0.23	
1414.70		0.90		<0		.01	
1416.78		0.10		0.03		0.00	
1416.84		0.09		2.60		0.24	
1422.54		0.22		<0		.01	
1423.90		0.40		<0		.01	
1424.26		0.05		4.52		0.39	
1424.61		0.07		0.04		0.00	
1429.30		0.90		<0		.01	
1437.52		0.23		0.02		0.00	
1437.88		0.08		2.31		0.23	
1438.90		0.80		<0		.01	
1441.90		0.90		<0		.01	
1447.40		0.40		<0		.01	
1451.50		0.70		<0		.01	
1454.20		0.80		<0		.01	
1455.20		0.30		<0		.01	
1455.81		0.15		1.54		0.21	
1457.20		0.70		<0		.01	
1460.10		0.40		<0		.01	
1463.40		0.30		0.02		0.00	
1463.58		0.07		3.46		0.28	
1463.58		0.07		3.46		0.28	
1464.13		0.15		<0		.01	
1465.50		0.40		<0		.01	
1470.75		0.09		0.02		0.00	
1470.93		0.11		2.21		0.23	
1471.50		0.50		<0		.01	
1477.90		0.60		<0		.01	
1478.39		0.27		0.79		0.13	
1478.50		0.40		<0		.01	
1485.49		0.12		0.01		0.00	
1485.86		0.15		1.63		0.21	
1487.53		0.23		<0		.01	
1492.70		0.30		<0		.01	
1501.20		0.30		<0		.01	
1504.04		0.13		2.21		0.23	
1504.06		0.07		0.02		0.00	
1508.80		0.40		0.01		0.00	
1510.17		0.06		4.90		0.40	
1510.20		0.30		0.03		0.00	
1512.82		0.21		<0		.01	
1516.90		0.80		<0		.01	
1518.50		0.60		0.49		0.13	
1519.20		0.60		<0		.01	
1521.80		0.40		<0		.01	
1523.16		0.17		2.02		0.22	
1523.37		0.14		0.02		0.00	
1527.90		0.80		<0		.01	
1528.68		0.23		0.01		0.00	
1529.28		0.13		2.12		0.23	
1530.30		0.40		<0		.01	
1532.00		1.00		<0		.01	
1532.00		0.00		<0		.01	
1537.50		0.60		<0		.01	
1539.50		0.40		0.28		0.08	
1540.00		0.00		<0		.01	
1542.08		0.15		<0		.01	
1543.30		0.70		<0		.01	
1543.38		0.21		0.96		0.11	
1545.00		1.40					
1545.30		0.30		<0		.01	
1552.10		0.50		<0		.01	
1554.10		0.40		<0		.01	
1555.69		0.15		2.98		0.34	
1556.28		0.09		0.02		0.00	
1561.73		0.16		<0		.01	
1564.40		0.50		1.15		0.20	
1565.51		0.11		0.01		0.00	
1569.50		0.30		2.69		0.33	
1569.80		0.10		0.02		0.00	
1573.52		0.11		0.01		0.00	
1573.60		0.50		1.44		0.30	
1575.80		1.30		<0		.01	
1580.60		0.50		<0		.01	
1581.40		0.30		0.02		0.00	
1581.55		0.17		2.98		0.34	
1584.20		0.40		<0		.01	
1586.83		0.12		<0		.01	
1586.90		0.70		0.01		0.00	
1587.32		0.24		2.12		0.23	
1589.80		0.30		<0		.01	
1595.09		0.04		0.04		0.00	
1595.11		0.11		4.42		0.39	
1599.55		0.21		<0		.01	
1602.00		0.00		<0		.01	
1602.25		0.15		3.17		0.34	
1602.43		0.07		0.03		0.00	
1609.40		0.30		<0		.01	
1610.70		0.40		1.54		0.30	
1612.16		0.07		0.02		0.00	
1614.00		1.00		<0		.01	
1615.06		0.07		0.06		0.01	
1615.13		0.09		8.37		0.68	
1617.70		0.60		0.02		0.00	
1618.80		0.70		<0		.01	
1624.60		0.90		<0		.01	
1625.10		1.10		0.01		0.00	
1626.29		0.08		0.07		0.00	
1627.09		0.05		12.31		0.98	
1627.09		0.05		12.31		0.98	
1628.35		0.08		0.04		0.01	
1628.50		0.60		0.02		0.01	
1631.52		0.13		0.01		0.00	
1633.07		0.20		2.69		0.33	
1633.77		0.23		0.02		0.00	
1636.40		0.50		<0		.01	
1640.20		0.30		<0		.01	
1646.90		0.30		<0		.01	
1647.10		0.30		0.63		0.09	
1652.59		0.08		2.31		0.23	
1652.90		0.80		<0		.01	
1654.90		0.40		<0		.01	
1660.59		0.11		0.02		0.00	
1660.70		0.40		<0		.01	
1661.03		0.09		2.31		0.23	
1663.20		0.30		<0		.01	
1672.66		0.15		1.44		0.13	
1672.86		0.11		0.01		0.00	
1673.40		2.00		<0		.01	
1674.00		0.00		<0		.01	
1677.20		0.50		<0		.01	
1677.50		0.30		0.62		0.09	
1678.00		0.50		<0		.01	
1684.11		0.07		0.02		0.00	
1684.36		0.08		2.12		0.23	
1686.30		1.60		<0		.01	
1690.60		0.30		0.01		0.00	
1691.44		0.05		3.65		0.29	
1692.10		0.30		0.01		0.00	
1694.60		0.30		<0		.01	
1698.69		0.20		0.85		0.13	
1698.93		0.10		0.01		0.00	
1707.50		0.90		<0		.01	
1711.70		1.50		<0		.01	
1711.90		0.40		<0		.01	
1713.70		0.60		<0		.01	
1719.30		0.30		<0		.01	
1719.60		0.40		0.49		0.09	
1723.20		0.30		<0		.01	
1724.98		0.15		1.73		0.14	
1725.77		0.14		0.02		0.00	
1729.90		0.30		0.81		0.10	
1730.70		0.30		<0		.01	
1735.56		0.07		0.08		0.00	
1735.63		0.04		7.98		0.60	
1735.63		0.04		7.98		0.60	
1736.00		0.00		<0		.01	
1737.10		0.60		<0		.01	
1742.40		0.30		<0		.01	
1743.00		0.00		<0		.01	
1743.60		0.22		0.78		0.11	
1746.10		0.40		<0		.01	
1750.10		0.50		<0		.01	
1751.60		0.30		0.56		0.12	
1752.70		0.30		<0		.01	
1752.90		1.20		<0		.01	
1757.30		1.60		<0		.01	
1758.70		0.30		<0		.01	
1760.30		0.60		0.56		0.11	
1762.30		0.40		<0		.01	
1764.59		0.12		0.03		0.00	
1764.65		0.09		2.88		0.33	
1767.50		0.40		<0		.01	
1770.20		0.40		<0		.01	
1771.20		0.40		0.43		0.11	
1777.00		0.00		<0		.01	
1777.50		0.30		<0		.01	
1779.90		0.60		<0		.01	
1782.40		0.30		<0		.01	
1782.68		0.24		0.87		0.13	
1783.00		0.00		<0		.01	
1784.00		0.00		<0		.01	
1786.60		1.20		<0		.01	
1787.80		1.20		<0		.01	
1789.50		0.80		<0		.01	
1789.88		0.13		1.35		0.12	
1790.80		0.90		<0		.01	
1795.76		0.10		0.01		0.00	
1795.90		0.30		1.06		0.20	
1799.40		0.80		0.46		0.13	
1799.40		0.40		<0		.01	
1800.00		0.00		<0		.01	
1801.40		0.80		<0		.01	
1805.80		0.40		<0		.01	
1807.10		0.80		0.28		0.15	
1807.70		1.90		<0		.01	
1808.50		0.60		<0		.01	
1811.10		0.50		<0		.01	
1814.00		0.50		<0		.01	
1814.30		0.40		0.56		0.16	
1816.20		0.30		<0		.01	
1818.60		0.40		1.15		0.20	
1818.88		0.20		<0		.01	
1819.60		0.60		<0		.01	
1821.30		0.40		<0		.01	
1823.50		0.50		0.55		0.13	
1824.00		0.40		<0		.01	
1824.00		0.00		<0		.01	
1829.80		0.40		<0		.01	
1830.80		0.50		0.44		0.14	
1831.00		0.00		<0		.01	
1834.20		0.50		<0		.01	
1836.00		0.00		<0		.01	
1837.10		1.10					
1837.35		0.10		2.31		0.32	
1839.80		0.40		<0		.01	
1844.20		1.50		<0		.01	
1847.74		0.14		0.02		0.00	
1848.31		0.13		2.21		0.23	
1850.60		0.40		<0		.01	
1852.60		1.80		<0		.01	
1853.70		0.40		1.15		0.20	
1854.16		0.18		<0		.01	
1857.00		0.60		<0		.01	
1857.80		1.40		0.35		0.14	
1859.80		0.60		<0		.01	
1864.70		1.90		<0		.01	
1868.60		0.90		<0		.01	
1869.48		0.15		2.02		0.22	
1869.75		0.18		0.02		0.00	
1872.00		0.00		<0		.01	
1872.80		0.60		<0		.01	
1876.00		1.20		0.25		0.15	
1876.20		0.60		<0		.01	
1877.00		0.00					
1885.07		0.25		1.35		0.21	
1885.80		1.20		<0		.01	
1886.50		0.70		<0		.01	
1887.90		0.60		<0		.01	
1890.77		0.24		<0		.01	
1890.96		0.25		1.35		0.21	
1890.96		0.25		1.35		0.21	
1891.00		0.00		<0		.01	
1894.20		0.24		<0		.01	
1897.58		0.15		2.12		0.31	
1897.88		0.14		0.02		0.00	
1900.20		2.30		<0		.01	
1906.60		0.50		<0		.01	
1907.10		0.40		0.55		0.21	
1908.70		0.70		<0		.01	
1915.70		0.40		<0		.01	
1917.40		1.20		<0		.01	
1917.50		0.60		0.59		0.16	
1918.30		0.40		<0		.01	
1921.10		0.40		<0		.01	
1922.20		0.50		0.62		0.17	
1923.50		0.40		<0		.01	
1928.70		0.50		0.55		0.16	
1929.00		0.30		<0		.01	
1933.00		0.50		<0		.01	
1935.20		0.40		0.67		0.20	
1935.90		0.40		<0		.01	
1941.20		0.40		<0		.01	
1944.00		0.00		<0		.01	
1944.42		0.24		<0		.01	
1944.46		0.18		1.35		0.21	
1944.46		0.18		1.35		0.30	
1944.60		0.80		<0		.01	
1947.00		0.50		<0		.01	
1950.40		1.40		<0		.01	
1956.20		0.30		<0		.01	
1957.06		0.21		1.15		0.30	
1957.30		1.60					
1958.70		0.50		<0		.01	
1962.50		0.40		0.48		0.23	
1964.40		0.50		<0		.01	
1967.80		0.30		1.25		0.30	
1968.33		0.21		<0		.01	
1975.03		0.04		0.67		0.39	
1975.30		0.40		<0		.01	
1982.20		1.00		<0		.01	
1982.41		0.23		<0		.01	
1982.58		0.11		1.92		0.22	
1986.40		0.40		<0		.01	
1989.50		0.40		0.70		0.17	
1990.16		0.23		<0		.01	
1992.00		1.60		<0		.01	
1992.40		1.70		<0		.01	
1993.40		0.80		0.42		0.13	
1997.00		0.70		<0		.01	
2000.60		1.40		<0		.01	
2000.80		0.30		<0		.01	
2001.60		0.30		0.44		0.14	
2004.50		0.30		<0		.01	
2010.80		0.70		<0		.01	
2012.80		0.21		0.76		0.17	
2012.80		0.40		<0		.01	
2013.60		1.30		<0		.01	
2015.80		0.50		<0		.01	
2022.19		0.23		1.15		0.12	
2022.30		0.70		<0		.01	
2026.40		0.70		<0		.01	
2027.60		0.60		<0		.01	
2028.10		1.60		<0		.01	
2028.21		0.12		2.31		0.23	
2028.61		0.21		0.02		0.00	
2034.00		0.30		0.90		0.14	
2034.50		0.40		<0		.01	
2035.80		0.40		<0		.01	
2039.20		2.30					
2043.80		1.20		<0		.01	
2045.00		0.50		0.55		0.16	
2050.20		0.70		<0		.01	
2052.30		1.60		<0		.01	
2054.20		1.50		<0		.01	
2056.60		0.80		<0		.01	
2056.60		0.80		<0		.01	
2058.60		0.50		0.81		0.17	
2059.10		1.60		<0		.01	
2059.90		1.00		<0		.01	
2062.60		0.30		0.80		0.18	
2062.60		0.50		<0		.01	
2072.00		0.00					
2072.40		0.21		0.64		0.16	
2074.20		0.40		<0		.01	
2077.30		1.60		<0		.01	
2079.00		0.00		<0		.01	
2080.00		0.30		0.02		0.00	
2080.00		2.00					
2080.19		0.08		3.37		0.35	
2082.40		0.40		<0		.01	
2085.70		0.60		<0		.01	
2088.60		0.70		<0		.01	
2092.30		0.40		<0		.01	
2093.20		1.80		<0		.01	
2097.00		0.00		<0		.01	
2098.10		0.50		<0		.01	
2099.30		1.30		<0		.01	
2099.80		0.70		0.37		0.16	
2100.60		0.70		<0		.01	
2106.20		0.40		<0		.01	
2107.80		0.70		0.46		0.13	
2110.10		0.80		<0		.01	
2111.80		1.60		<0		.01	
2112.30		0.60		<0		.01	
2112.50		0.30		0.68		0.16	
2118.28		0.09		2.60		0.24	
2118.34		0.08		0.02		0.00	
2123.60		0.50		<0		.01	
2124.70		0.30		0.91		0.13	
2126.40		0.30		<0		.01	
2129.55		0.16		1.54		0.13	
2129.60		0.13		0.02		0.00	
2134.60		0.70		<0		.01	
2136.85		0.14		0.95		0.14	
2136.90		0.50		0.01		0.00	
2145.90		0.60		<0		.01	
2152.70		0.80		<0		.01	
2157.70		0.40		<0		.01	
2158.00		2.00					
2158.40		0.50		0.55		0.14	
2162.00		0.60		<0		.01	
2162.20		0.40		1.15		0.20	
2162.80		0.50		<0		.01	
2165.80		0.70		<0		.01	
2166.60		0.80		0.47		0.14	
2168.00		0.70		<0		.01	
2176.30		1.20		<0		.01	
2177.00		0.50		0.05		0.00	
2177.21		0.05		4.33		0.38	
2181.20		0.40		<0		.01	
2183.30		1.80		<0		.01	
2184.02		0.08		0.02		0.00	
2184.03		0.09		2.21		0.23	
2184.60		1.60		<0		.01	
2189.50		0.60		<0		.01	
2189.66		0.21		0.42		0.13	
2196.68		0.22		<0		.01	
2201.71		0.09		0.02		0.00	
2202.19		0.23		1.25		0.21	
2203.00		0.00		<0		.01	
2205.15		0.24		<0		.01	
2209.20		0.30		0.01		0.00	
2209.60		0.30		0.90		0.14	
2211.30		0.80		<0		.01	
2214.00		0.40		<0		.01	
2231.10		0.40		<0		.01	
2233.60		0.40		<0		.01	
2236.17		0.14		2.40		0.24	
2236.20		0.70		0.01		0.01	
2236.46		0.09		0.01		0.00	
2240.20		0.60		<0		.01	
2242.20		0.40		<0		.01	
