Thermal Neutron Capture Gammas — Target Nucleus 63Cu

Target Nucleus=63Cu
Strongest transition  Eγ=7916.26+-0.08 keV    %Iγ=33.10+-0.60
Eγ
(keV)
ΔEγ
(keV)
Iγ/Iγ(max)
(%)
Δ(Iγ/Iγ(max))
 
159.28		0.00		45.32		6.70	
184.61		0.01		0.57		0.12	
192.53		0.05		0.54		0.06	
202.95		0.00		14.80		2.13	
212.39		0.01		3.14		0.28	
214.97		0.05		0.94		0.09	
247.58		0.04		1.00		0.12	
261.33		0.05		0.79		0.06	
264.88		0.02		2.45		0.19	
278.24		0.01		72.51		12.16	
291.71		0.12		0.18		0.03	
318.90		0.70		0.91		0.60	
320.70		1.00		0.54		0.54	
330.47		0.05		0.76		0.48	
343.94		0.03		17.82		2.74	
362.30		0.05		0.36		0.03	
376.85		0.02		2.11		0.13	
381.34		0.08		0.66		0.06	
384.74		0.05		4.59		0.46	
395.28		0.15		0.33		0.06	
427.40		0.40		0.06		0.03	
440.13		0.12		0.21		0.03	
449.51		0.01		3.23		0.16	
460.79		0.02		1.15		0.06	
467.99		0.01		5.47		0.23	
494.85		0.01		1.99		0.10	
503.65		0.06		4.83		1.21	
532.94		0.20		0.51		0.12	
534.11		0.08		2.18		0.19	
565.43		0.17		0.18		0.03	
579.75		0.01		7.49		0.25	
583.22		0.10		0.42		0.06	
587.00		0.30		0.12		0.03	
608.75		0.03		23.56		1.00	
617.43		0.02		2.24		0.07	
625.35		0.05		0.45		0.03	
632.34		0.03		0.76		0.03	
634.78		0.09		0.27		0.03	
648.80		0.04		8.64		0.39	
663.06		0.05		6.13		0.35	
689.08		0.05		0.51		0.03	
695.41		0.16		0.18		0.03	
711.94		0.09		0.30		0.03	
736.52		0.09		0.24		0.03	
739.12		0.03		0.82		0.03	
747.34		0.06		0.33		0.03	
767.79		0.01		2.05		0.05	
775.90		0.30		0.06		0.00	
779.65		0.07		0.30		0.03	
782.29		0.14		0.15		0.03	
804.29		0.21		0.15		0.03	
814.45		0.04		0.66		0.03	
822.33		0.05		0.30		0.01	
831.18		0.02		0.73		0.01	
846.87		0.04		0.36		0.01	
858.09		0.19		0.33		0.06	
878.28		0.02		3.08		0.08	
890.26		0.04		0.48		0.03	
897.06		0.05		0.88		0.03	
912.37		0.06		0.30		0.01	
924.91		0.05		0.51		0.03	
927.05		0.03		1.00		0.04	
937.01		0.05		0.39		0.03	
946.64		0.05		0.57		0.03	
953.97		0.08		0.36		0.03	
957.27		0.07		0.45		0.03	
960.63		0.09		0.54		0.03	
962.68		0.04		1.30		0.04	
974.17		0.09		0.42		0.03	
992.11		0.09		0.27		0.03	
998.28		0.08		0.63		0.03	
1009.35		0.05		0.57		0.03	
1019.59		0.03		1.18		0.04	
1019.59		0.03					
1032.68		0.14		0.12		0.00	
1059.95		0.08		0.27		0.00	
1074.49		0.21		0.21		0.03	
1076.35		0.05		0.85		0.03	
1081.74		0.03		0.97		0.03	
1119.55		0.19		0.12		0.03	
1127.84		0.03		0.73		0.03	
1136.59		0.06		0.54		0.03	
1138.82		0.02		2.48		0.08	
1158.83		0.01		2.27		0.07	
1165.21		0.06		0.36		0.03	
1177.04		0.21		0.09		0.00	
1194.89		0.03		0.88		0.03	
1198.75		0.16		0.21		0.03	
1220.84		0.04		0.60		0.03	
1232.13		0.03		0.94		0.03	
1241.50		0.09		1.66		0.18	
1242.56		0.08		1.51		0.18	
1250.45		0.08		0.27		0.03	
1279.41		0.04		0.57		0.03	
1287.40		0.20		0.12		0.03	
1293.92		0.11		0.21		0.00	
1298.13		0.02		1.24		0.04	
1303.90		0.11		0.21		0.03	
1316.24		0.07		0.33		0.03	
1320.31		0.02		2.21		0.07	
1327.62		0.11		0.21		0.00	
1339.88		0.04		0.69		0.03	
1354.68		0.19		0.15		0.03	
1361.76		0.03		1.42		0.07	
1391.25		0.12		0.24		0.03	
1398.70		0.18		0.24		0.03	
1401.66		0.19		0.24		0.03	
1407.08		0.13		0.27		0.03	
1417.27		0.04		0.82		0.03	
1428.17		0.14		0.18		0.03	
1435.30		0.40		0.06		0.00	
1438.75		0.07		0.39		0.03	
1447.69		0.04		0.57		0.03	
1476.10		0.08		0.54		0.03	
1481.75		0.20		0.18		0.03	
1484.85		0.25		0.15		0.03	
1499.54		0.13		0.42		0.03	
1501.94		0.20		0.27		0.03	
1508.68		0.08		0.36		0.03	
1521.20		0.03		1.21		0.06	
1535.70		0.17		0.15		0.03	
1541.56		0.17		0.15		0.03	
1556.84		0.10		0.30		0.03	
1560.94		0.09		0.33		0.03	
1570.22		0.21		0.15		0.03	
1574.36		0.05		0.66		0.03	
1594.42		0.07		0.36		0.03	
1619.24		0.06		0.76		0.03	
1630.10		0.30		0.15		0.03	
1641.70		0.17		0.15		0.03	
1649.52		0.11		0.24		0.03	
1670.92		0.06		0.48		0.03	
1683.09		0.03		1.45		0.07	
1729.70		0.22		0.24		0.03	
1742.83		0.20		0.27		0.03	
1747.30		0.30		0.18		0.03	
1761.01		0.22		0.24		0.03	
1782.20		0.10		0.60		0.03	
1790.30		0.24		0.12		0.03	
1799.48		0.08		0.39		0.03	
1808.50		0.30		0.12		0.03	
1826.20		0.50		0.06		0.03	
1830.34		0.14		0.27		0.03	
1834.22		0.15		0.24		0.03	
1844.67		0.21		0.15		0.03	
1852.64		0.03		1.27		0.06	
1900.25		0.05		0.73		0.03	
1904.80		0.06		0.57		0.03	
1910.18		0.14		0.24		0.03	
1918.69		0.11		0.30		0.03	
1929.50		0.60		0.09		0.03	
1972.59		0.07		0.51		0.03	
2037.53		0.07		0.51		0.03	
2048.90		0.10		0.33		0.03	
2082.45		0.08		0.42		0.03	
2123.06		0.23		0.27		0.03	
2141.73		0.07		0.79		0.06	
2153.71		0.06		0.91		0.06	
2280.36		0.11		0.39		0.03	
2291.42		0.07		0.97		0.06	
2365.32		0.17		0.48		0.06	
2413.70		0.24		0.24		0.03	
2465.43		0.11		0.39		0.03	
2497.89		0.09		2.48		0.19	
2533.53		0.18		0.42		0.06	
2572.03		0.19		0.63		0.06	
