Thermal Neutron Capture Gammas — Target Nucleus 53Cr

Target Nucleus=53Cr
Strongest transition  Eγ=834.87+-0.02 keV    %Iγunknown
Eγ
(keV)
ΔEγ
(keV)
Iγ/Iγ(max)
(%)
Δ(Iγ/Iγ(max))
 
205.62		0.20		0.06		0.01	
745.37		0.16		0.08		0.01	
789.22		0.02		0.09		0.01	
817.20		0.07		0.09		0.01	
834.87		0.02		100.00		7.16	
845.57		0.12		0.22		0.03	
847.90		0.17		0.10		0.01	
890.41		0.02		0.54		0.05	
944.57		0.19		0.04		0.01	
946.80		0.15		0.06		0.01	
989.08		0.02		0.96		0.08	
1100.38		0.06		0.81		0.07	
1106.38		0.10		0.03		0.01	
1205.33		0.10		0.06		0.01	
1241.36		0.07		0.99		0.08	
1335.26		0.06		0.08		0.01	
1340.81		0.10		0.15		0.03	
1435.49		0.18		0.29		0.03	
1460.10		0.14		0.05		0.03	
1463.33		0.14		0.09		0.03	
1503.62		0.09		0.08		0.03	
1508.24		0.25		0.08		0.03	
1597.72		0.04		0.04		0.03	
1619.17		0.07		0.11		0.03	
1784.69		0.05		12.54		0.64	
1798.22		0.05		0.32		0.03	
1804.00		0.14		0.30		0.03	
1831.34		0.17		0.04		0.03	
1994.56		0.05		3.71		0.27	
2066.99		0.07		0.05		0.03	
2101.43		0.12		0.13		0.03	
2233.09		0.06		0.09		0.04	
2239.07		0.05		13.92		1.04	
2259.22		0.05		0.27		0.03	
2393.70		0.07		0.13		0.03	
2464.23		0.19		0.11		0.04	
2558.45		0.05		1.46		0.12	
2601.91		0.08		2.92		0.22	
2619.57		0.09		0.53		0.05	
2674.49		0.11		0.25		0.03	
2749.56		0.36		0.06		0.03	
2946.36		0.14		0.13		0.04	
2967.05		0.19		0.22		0.04	
3026.05		0.06		0.59		0.06	
3073.95		0.18		0.15		0.03	
3090.63		0.08		0.38		0.07	
3177.93		0.07		1.77		0.14	
3292.11		0.08		0.16		0.04	
3303.51		0.23		0.06		0.03	
3382.81		0.08		0.14		0.04	
3393.35		0.07		0.85		0.09	
3403.55		0.09		0.22		0.09	
3509.86		0.17		0.27		0.03	
3545.92		0.13		0.41		0.05	
3576.08		0.09		0.25		0.05	
3719.84		0.07		5.04		0.37	
3863.64		0.11		0.49		0.07	
3898.51		0.14		0.14		0.03	
3927.57		0.09		0.66		0.09	
4133.15		0.08		0.61		0.07	
4168.10		0.60		0.15		0.05	
4229.90		0.30		0.13		0.05	
4393.28		0.09		0.08		0.05	
4425.63		0.16		0.63		0.08	
4433.43		0.21		0.25		0.04	
4451.47		0.18		0.57		0.07	
4459.28		0.21		0.48		0.07	
4494.00		0.14		0.16		0.06	
4530.38		0.21		0.24		0.06	
4751.83		0.10		0.23		0.05	
4847.54		0.11		2.48		0.15	
4872.27		0.10		1.34		0.12	
5021.29		0.34		0.20		0.08	
5086.36		0.12		0.29		0.08	
5339.27		0.18		0.37		0.05	
5501.78		0.26		0.16		0.03	
5636.90		0.42		0.16		0.04	
5707.09		0.12		1.71		0.16	
5792.20		0.60		0.58		0.09	
5794.30		0.40		0.22		0.06	
5858.98		0.14		1.53		0.13	
5999.95		0.13		6.08		0.49	
6283.02		0.14		2.57		0.22	
6326.41		0.14		1.51		0.17	
6645.64		0.13		13.04		1.01	
6890.16		0.15		2.97		0.25	
7100.11		0.14		10.38		0.73	
8884.81		0.18		55.70		3.96	
9718.79		0.19		18.48		1.38	
	52Cr		By Target	54Cr	
