Thermal Neutron Capture Gammas — Target Nucleus 186W

Target Nucleus=186W
Strongest transition  Eγ=1153.90+-0.30 keV    %Iγunknown
Eγ
(keV)
ΔEγ
(keV)
Iγ/Iγ(max)
(%)
Δ(Iγ/Iγ(max))
 
14.00		0.00		80.00		25.65	
19.00		0.00		2.40		1.11	
46.00		0.00		80.00		25.60	
59.20		0.10		20.63		24.89	
77.28		0.04		80.00		25.60	
98.47		0.16		2.40		1.11	
101.00		0.00		6.40		2.05	
101.83		0.02		21.60		7.09	
124.23		0.03		10.08		3.23	
127.57		0.02		60.00		19.27	
128.92		0.12		32.80		10.77	
129.00		2.00		3.20		2.61	
140.70		0.30		11.20		3.92	
141.00		0.00		0.24		0.08	
143.12		0.09		11.20		3.67	
145.86		0.01		80.00		25.60	
148.96		0.04		9.12		2.93	
157.53		0.02		21.60		7.32	
162.70		0.30		2.40		0.77	
170.80		0.90		4.00		2.05	
171.78		0.08		80.00		25.60	
176.60		0.60		1.60		0.95	
189.30		0.50		8.00		3.02	
190.40		0.60		1.52		0.63	
201.42		0.01		80.00		25.71	
204.92		0.01		80.00		25.65	
215.70		0.30		3.04		1.05	
218.86		0.13		6.40		2.60	
226.08		0.01		80.00		25.80	
227.45		0.09		24.00		8.32	
229.70		0.50		10.40		3.69	
230.90		0.50		5.60		2.40	
237.70		0.90		0.80		0.41	
242.40		0.50		2.88		1.04	
243.60		0.60		0.80		0.26	
244.00		1.00		3.20		1.30	
244.90		0.90		4.80		2.22	
253.50		0.16		80.00		27.63	
253.68		0.05		80.00		26.59	
253.90		0.80		8.00		3.51	
254.00		0.30		1.60		0.51	
266.50		0.70		1.52		0.63	
268.50		0.40		5.60		1.96	
273.14		0.01		80.00		25.61	
276.25		0.10		19.20		6.60	
280.00		1.00		15.20		8.69	
286.00		1.00		1.60		0.51	
286.88		0.15		4.00		1.51	
290.06		0.01		80.00		25.80	
295.00		0.30		10.40		3.69	
303.37		0.02		52.80		17.36	
325.20		0.40		2.08		0.74	
330.99		0.07		33.60		11.22	
340.70		0.30		46.40		18.13	
350.40		0.11		2.00		0.66	
355.02		0.03		80.00		25.71	
363.43		0.15		20.00		6.84	
364.90		0.80		1.20		0.50	
368.10		0.80		4.00		2.05	
376.86		0.02		80.00		25.65	
376.93		0.14		7.84		2.82	
380.51		0.07		43.20		14.63	
383.88		0.13		40.00		13.41	
384.30		0.60		1.60		0.95	
390.67		0.06		30.40		10.02	
392.50		0.40		2.40		1.11	
393.60		0.40		4.00		2.05	
400.60		0.70		1.68		0.63	
405.78		0.13		22.40		7.56	
411.28		0.23		64.00		21.99	
416.30		0.40		16.00		7.02	
420.02		0.09		36.00		11.96	
424.00		0.10		80.00		25.71	
428.47		0.07		25.60		8.35	
432.40		0.50		4.32		1.83	
434.80		0.80		1.36		0.54	
436.40		0.40		10.40		4.62	
438.90		0.00		4.00		1.51	
441.80		0.60		1.60		0.51	
446.75		0.07		32.00		10.73	
447.40		0.30		3.20		1.90	
449.10		0.40		3.20		1.90	
449.90		0.30		13.60		7.74	
450.00		0.30		7.20		2.81	
451.60		0.70		1.76		0.79	
451.90		0.30		5.60		2.40	
455.60		0.60		5.60		2.40	
456.20		0.30		18.40		7.12	
460.10		0.80		1.36		0.65	
464.40		0.30		11.20		4.31	
464.60		0.30		8.80		3.70	
465.78		0.11		10.40		3.69	
467.73		0.10		36.00		11.96	
468.00		0.30		3.20		1.90	
469.03		0.15		16.00		6.50	
469.60		0.40		24.80		8.56	
474.07		0.02		80.00		25.65	
483.60		0.70		3.20		1.90	
489.51		0.04		80.00		25.91	
492.30		0.50		19.20		7.33	
495.21		0.06		47.20		15.29	
500.07		0.04		28.80		9.76	
500.69		0.09		80.00		26.21	
502.00		0.60		5.60		3.00	
507.30		0.40		8.80		4.26	
